"enrollee_id","city","city_development_index","gender","relevent_experience","enrolled_university","education_level","major_discipline","experience","company_size","company_type","last_new_job","training_hours","target"
14463,"city_21",0.624,"Female","No relevent experience","no_enrollment","Graduate","STEM","3","100-500","Pvt Ltd","3",69,1
30062,"city_16",0.91,"Female","No relevent experience","Full time course","Masters","STEM","15","50-99","Public Sector","3",33,0
33113,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","No Major","19","50-99","Funded Startup","1",130,0
638,"city_102",0.804,"Male","Has relevent experience","Full time course","Graduate","Business Degree","1","<10","Pvt Ltd","1",52,1
9101,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","50-99","Public Sector","2",50,0
14760,"city_73",0.754,"","Has relevent experience","no_enrollment","Graduate","STEM","7","","","1",27,1
25424,"city_91",0.691,"Male","No relevent experience","Full time course","High School","","2","","","never",55,0
7288,"city_67",0.855,"Male","No relevent experience","Full time course","High School","","8","100-500","Pvt Ltd","1",34,0
33037,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Business Degree","5","500-999","Pvt Ltd","1",36,0
2523,"city_173",0.878,"","No relevent experience","no_enrollment","","","11","1000-4999","Pvt Ltd",">4",73,0
14989,"city_23",0.899,"Male","No relevent experience","Full time course","Masters","STEM","16","","",">4",92,0
5785,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","20","","","1",64,0
28618,"city_99",0.915,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","500-999","Pvt Ltd","1",28,0
32957,"city_103",0.92,"Male","No relevent experience","Full time course","Graduate","STEM","4","1000-4999","Pvt Ltd","2",106,0
19802,"city_65",0.802,"Male","Has relevent experience","no_enrollment","High School","","12","100-500","Pvt Ltd","1",4,0
29376,"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM","5","","","2",19,1
14519,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM","15","50-99","Pvt Ltd","2",56,0
18016,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","1000-4999","Pvt Ltd","1",6,0
19337,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","5","50-99","Pvt Ltd","2",46,1
15806,"city_165",0.903,"","No relevent experience","no_enrollment","","","3","","Public Sector","never",62,0
3720,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","500-999","Pvt Ltd","2",90,0
20369,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","7","10000+","","1",35,0
19108,"city_160",0.92,"Male","Has relevent experience","no_enrollment","","","20","100-500","Pvt Ltd",">4",20,0
24029,"city_21",0.624,"","Has relevent experience","Full time course","Masters","STEM","6","100-500","","never",114,1
19320,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","1000-4999","Pvt Ltd",">4",22,0
12448,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","<10","","2",38,0
6428,"city_165",0.903,"Male","Has relevent experience","no_enrollment","Graduate","Other","12","50-99","Funded Startup","1",11,0
18836,"city_136",0.897,"","No relevent experience","Full time course","Graduate","","3","","","never",37,0
16857,"city_136",0.897,"Male","No relevent experience","no_enrollment","Phd","STEM","12","5000-9999","Public Sector","2",74,1
17162,"city_21",0.624,"Male","No relevent experience","no_enrollment","Graduate","STEM","4","10/49","Pvt Ltd","1",11,1
15751,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM","5","50-99","Pvt Ltd","1",19,0
4109,"city_133",0.742,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","50-99","Pvt Ltd","1",30,0
6814,"city_21",0.624,"","No relevent experience","Part time course","Graduate","Other","5","10/49","Funded Startup","3",37,0
10341,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",">20","<10","Pvt Ltd",">4",13,0
32779,"city_173",0.878,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","","","1",20,0
26967,"city_103",0.92,"","Has relevent experience","Full time course","Graduate","STEM","3","10000+","Pvt Ltd","1",51,0
32891,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","50-99","Pvt Ltd",">4",148,0
8883,"city_118",0.722,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","100-500","Pvt Ltd","4",4,0
5778,"city_71",0.884,"","Has relevent experience","no_enrollment","Graduate","STEM","3","500-999","Pvt Ltd","2",36,1
4534,"city_21",0.624,"Male","Has relevent experience","Full time course","High School","","2","","","never",32,1
31042,"city_16",0.91,"Male","Has relevent experience","Full time course","Graduate","STEM","14","","","2",46,1
25631,"city_128",0.527,"Male","No relevent experience","no_enrollment","Graduate","STEM","2","50-99","Funded Startup","1",232,0
8970,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM","5","50-99","Funded Startup","1",62,0
4047,"city_46",0.762,"Male","No relevent experience","Part time course","Graduate","STEM","10","","Pvt Ltd","never",20,0
22528,"city_21",0.624,"","Has relevent experience","no_enrollment","Graduate","","16","","",">4",67,0
32089,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","19","5000-9999","Pvt Ltd","2",20,0
19492,"city_21",0.624,"Female","No relevent experience","Full time course","Graduate","STEM","7","","","never",33,1
19076,"city_71",0.884,"","No relevent experience","","Graduate","STEM","13","","","never",83,0
33071,"city_102",0.804,"Male","Has relevent experience","no_enrollment","Masters","STEM","10","50-99","Pvt Ltd","1",76,0
52,"city_114",0.926,"","Has relevent experience","no_enrollment","Masters","STEM","14","100-500","Pvt Ltd","3",55,0
29035,"city_105",0.794,"Male","Has relevent experience","no_enrollment","Graduate","Humanities","11","","","2",41,1
26555,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","<10","Pvt Ltd",">4",56,0
23367,"city_21",0.624,"Male","Has relevent experience","Full time course","Masters","STEM","8","1000-4999","Pvt Ltd","1",149,0
2745,"city_71",0.884,"Male","No relevent experience","Full time course","Graduate","STEM","5","","","1",8,1
30591,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","","","1",152,1
10746,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM","18","50-99","Pvt Ltd",">4",26,0
6013,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","10000+","Public Sector","3",55,0
33266,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","50-99","Pvt Ltd",">4",58,0
25666,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","<10","","1",2,0
20568,"city_64",0.666,"Male","Has relevent experience","no_enrollment","Masters","STEM","16","50-99","Pvt Ltd",">4",160,0
28261,"city_143",0.74,"Male","Has relevent experience","no_enrollment","Graduate","No Major",">20","1000-4999","Other",">4",47,0
12844,"city_103",0.92,"","No relevent experience","no_enrollment","Graduate","STEM","6","<10","Pvt Ltd",">4",10,0
31170,"city_57",0.866,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","<10","Pvt Ltd","1",143,0
32347,"city_21",0.624,"Male","No relevent experience","no_enrollment","Graduate","STEM","13","10000+","Pvt Ltd",">4",62,1
16304,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","2","<10","Pvt Ltd","1",56,1
25600,"city_102",0.804,"","Has relevent experience","no_enrollment","Graduate","STEM","10","50-99","Pvt Ltd","4",83,0
32384,"city_73",0.754,"Male","No relevent experience","no_enrollment","Graduate","STEM","3","10000+","Pvt Ltd","1",96,0
11206,"city_55",0.739,"","Has relevent experience","no_enrollment","Graduate","STEM","6","100-500","NGO","1",278,0
30307,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","17","10000+","Pvt Ltd",">4",31,0
24816,"city_103",0.92,"Male","No relevent experience","Full time course","Masters","STEM","13","1000-4999","Public Sector","2",62,0
21178,"city_65",0.802,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","","","1",15,0
4341,"city_101",0.558,"","Has relevent experience","Full time course","Graduate","STEM","6","10/49","Public Sector","2",51,1
9115,"city_162",0.767,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","<10","Early Stage Startup","1",165,0
2686,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","10000+","Pvt Ltd","1",12,0
3444,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","10/49","Pvt Ltd","1",146,0
4763,"city_103",0.92,"Male","No relevent experience","Full time course","Graduate","STEM","9","","","never",114,1
4366,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","10/49","Pvt Ltd","1",85,0
15418,"city_136",0.897,"Male","No relevent experience","no_enrollment","Masters","STEM","7","100-500","","1",15,0
19931,"city_114",0.926,"","No relevent experience","Full time course","High School","","3","","","2",122,1
25439,"city_23",0.899,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","1000-4999","Pvt Ltd","1",32,0
19772,"city_21",0.624,"","Has relevent experience","no_enrollment","Graduate","STEM","1","50-99","Pvt Ltd","",21,1
8288,"city_13",0.827,"","Has relevent experience","no_enrollment","Graduate","STEM","13","<10","Pvt Ltd","1",206,0
20952,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM","7","50-99","Pvt Ltd","2",30,0
29839,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","Humanities","<1","","","1",42,1
2839,"city_114",0.926,"Male","Has relevent experience","Full time course","Masters","STEM","16","5000-9999","Public Sector","2",8,0
7646,"city_104",0.924,"Male","Has relevent experience","no_enrollment","Masters","STEM","10","","","1",47,1
2381,"city_102",0.804,"","Has relevent experience","no_enrollment","Masters","STEM","10","50-99","Pvt Ltd","2",89,0
7272,"city_73",0.754,"Male","No relevent experience","no_enrollment","Graduate","STEM","13","","",">4",42,0
7990,"city_45",0.89,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","100-500","Pvt Ltd",">4",19,0
12890,"city_71",0.884,"","Has relevent experience","no_enrollment","Masters","STEM","8","100-500","NGO","1",165,0
12957,"city_73",0.754,"","No relevent experience","no_enrollment","Graduate","Other","14","","","1",63,1
17417,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","50-99","Public Sector","2",8,0
3777,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","50-99","Pvt Ltd","1",52,0
32237,"city_67",0.855,"Male","No relevent experience","no_enrollment","High School","","8","","","never",31,0
15706,"city_117",0.698,"","No relevent experience","Part time course","Graduate","STEM","4","1000-4999","Pvt Ltd","2",136,0
31119,"city_23",0.899,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","50-99","Pvt Ltd","1",155,1
15402,"city_102",0.804,"","Has relevent experience","Full time course","Graduate","STEM","15","100-500","Pvt Ltd",">4",6,0
15200,"city_91",0.691,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","500-999","Pvt Ltd",">4",63,1
8245,"city_71",0.884,"","Has relevent experience","no_enrollment","Graduate","STEM","14","100-500","Pvt Ltd",">4",17,0
11123,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","50-99","Funded Startup","1",26,0
2158,"city_14",0.698,"","Has relevent experience","Full time course","Masters","STEM","11","","","2",13,1
12690,"city_64",0.666,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","50-99","Pvt Ltd",">4",248,0
16275,"city_76",0.698,"Male","Has relevent experience","no_enrollment","Masters","STEM","10","1000-4999","Pvt Ltd","3",39,1
6010,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","10000+","Pvt Ltd","2",44,0
25693,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM","6","10000+","Pvt Ltd","1",9,0
29219,"city_67",0.855,"Male","No relevent experience","no_enrollment","High School","","3","","","never",12,1
28738,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","<10","Pvt Ltd","4",16,1
29597,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","<1","50-99","Pvt Ltd","1",55,1
5213,"city_114",0.926,"","No relevent experience","Part time course","High School","","2","1000-4999","Pvt Ltd","1",39,1
18592,"city_114",0.926,"Male","Has relevent experience","Part time course","Graduate","STEM","10","10000+","Pvt Ltd","never",44,0
759,"city_160",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM",">20","100-500","Pvt Ltd",">4",33,0
9907,"city_28",0.939,"","Has relevent experience","Full time course","Masters","STEM","19","100-500","Pvt Ltd","4",134,0
17459,"city_98",0.949,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","","",">4",48,1
27224,"city_173",0.878,"Other","Has relevent experience","no_enrollment","Masters","STEM",">20","1000-4999","Pvt Ltd","2",9,0
5965,"city_13",0.827,"","Has relevent experience","no_enrollment","Masters","STEM","4","50-99","Pvt Ltd","1",11,0
22701,"city_179",0.512,"","No relevent experience","Full time course","Graduate","STEM","2","","","never",50,1
29380,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","5000-9999","Pvt Ltd","3",7,0
2037,"city_149",0.689,"Male","No relevent experience","","Graduate","STEM","6","","","2",166,1
7889,"city_23",0.899,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","<10","Other",">4",18,0
18195,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM","10","100-500","Pvt Ltd","3",75,0
17582,"city_16",0.91,"Male","No relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd","never",18,0
2984,"city_24",0.698,"","Has relevent experience","no_enrollment","Masters","STEM","12","50-99","Pvt Ltd","2",60,0
23151,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM","5","1000-4999","Other","1",52,0
4460,"city_103",0.92,"Female","No relevent experience","Full time course","Graduate","STEM","9","","","never",40,1
2988,"city_16",0.91,"","Has relevent experience","no_enrollment","Graduate","STEM","2","10000+","Pvt Ltd","1",8,0
18313,"city_21",0.624,"","No relevent experience","Full time course","High School","","2","","","never",15,1
31439,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","","1",49,0
15776,"city_103",0.92,"Male","No relevent experience","no_enrollment","Masters","Arts","16","100-500","NGO",">4",63,0
3887,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Phd","STEM","13","5000-9999","Pvt Ltd","1",11,0
10122,"city_162",0.767,"","No relevent experience","Full time course","Graduate","STEM","3","","NGO","never",168,1
15244,"city_103",0.92,"Male","Has relevent experience","Full time course","Graduate","STEM","4","50-99","Pvt Ltd","1",131,0
30328,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","","","1",94,1
3412,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","1000-4999","Public Sector","4",105,0
20187,"city_116",0.743,"Male","Has relevent experience","no_enrollment","Masters","STEM","14","10/49","Pvt Ltd",">4",105,0
14622,"city_102",0.804,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","","","1",61,1
28675,"city_55",0.739,"","No relevent experience","no_enrollment","Masters","STEM","<1","","","1",43,0
26977,"city_24",0.698,"Male","No relevent experience","Full time course","Graduate","STEM","9","","","never",5,0
30418,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM","9","1000-4999","Pvt Ltd","2",71,0
20256,"city_65",0.802,"Male","No relevent experience","no_enrollment","Masters","Business Degree","3","1000-4999","Pvt Ltd","1",34,0
3089,"city_21",0.624,"","Has relevent experience","no_enrollment","Graduate","STEM","10","1000-4999","Pvt Ltd","1",32,1
15740,"city_21",0.624,"","Has relevent experience","no_enrollment","Graduate","STEM","3","10/49","Pvt Ltd",">4",332,1
24510,"city_116",0.743,"","Has relevent experience","Full time course","Masters","STEM","15","","","1",72,1
32769,"city_103",0.92,"Male","Has relevent experience","Full time course","Graduate","STEM","6","<10","Early Stage Startup","1",19,0
3105,"city_116",0.743,"Male","No relevent experience","Full time course","Graduate","STEM","3","","Pvt Ltd","never",47,1
25372,"city_97",0.925,"","Has relevent experience","no_enrollment","Graduate","STEM",">20","50-99","Pvt Ltd",">4",20,0
10527,"city_21",0.624,"","Has relevent experience","Full time course","Graduate","STEM","2","<10","Public Sector","1",138,0
31792,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Arts",">20","","",">4",206,1
571,"city_16",0.91,"Other","No relevent experience","Full time course","Graduate","STEM","8","","","1",53,1
30126,"city_162",0.767,"Female","Has relevent experience","no_enrollment","Masters","STEM","11","10/49","Early Stage Startup","4",84,0
16031,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd",">4",42,0
11552,"city_45",0.89,"Male","Has relevent experience","no_enrollment","High School","","19","<10","Early Stage Startup",">4",46,0
3227,"city_136",0.897,"Male","No relevent experience","Part time course","Graduate","STEM","8","10000+","Pvt Ltd","2",6,0
484,"city_40",0.776,"Male","No relevent experience","Full time course","High School","","3","","Pvt Ltd","never",22,0
12611,"city_103",0.92,"Male","Has relevent experience","no_enrollment","High School","","5","","","1",24,1
29811,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM","18","1000-4999","Pvt Ltd","1",111,0
27333,"city_97",0.925,"","Has relevent experience","no_enrollment","Primary School","","7","<10","Pvt Ltd","1",34,0
25078,"city_162",0.767,"","Has relevent experience","Full time course","Graduate","STEM","10","1000-4999","Pvt Ltd","1",39,0
1322,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM","3","50-99","Pvt Ltd","never",28,1
3682,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",">20","","Pvt Ltd",">4",85,0
20162,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","10000+","Pvt Ltd",">4",40,0
4192,"city_67",0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","10/49","Funded Startup","1",20,0
6123,"city_116",0.743,"Male","Has relevent experience","Full time course","High School","","5","","","never",32,0
11517,"city_114",0.926,"Male","No relevent experience","no_enrollment","High School","","3","","","never",90,0
26830,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities","2","10000+","Other","1",80,0
8063,"city_24",0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","<10","Pvt Ltd",">4",11,0
15919,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM","<1","50-99","Pvt Ltd","1",110,0
9319,"city_136",0.897,"Female","Has relevent experience","no_enrollment","Masters","STEM",">20","100-500","Pvt Ltd",">4",10,0
6627,"city_67",0.855,"Male","Has relevent experience","no_enrollment","Masters","STEM","11","100-500","Pvt Ltd","1",6,0
1105,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM",">20","100-500","Pvt Ltd",">4",34,0
3075,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","10000+","Pvt Ltd",">4",21,0
16009,"city_160",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM","10","50-99","Pvt Ltd","1",118,0
28382,"city_173",0.878,"Male","Has relevent experience","no_enrollment","Masters","STEM","17","100-500","Pvt Ltd","2",218,0
17239,"city_102",0.804,"Male","Has relevent experience","no_enrollment","Masters","STEM","10","50-99","Pvt Ltd","3",127,0
10938,"city_136",0.897,"Male","No relevent experience","Full time course","Phd","STEM","14","10/49","Public Sector","1",12,1
14828,"city_73",0.754,"Male","Has relevent experience","Part time course","High School","","7","<10","Pvt Ltd","2",176,0
16194,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM","17","100-500","Pvt Ltd","4",2,1
411,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Arts",">20","500-999","Pvt Ltd",">4",25,0
6801,"city_21",0.624,"","Has relevent experience","no_enrollment","Graduate","STEM","4","50-99","Pvt Ltd","1",23,1
802,"city_103",0.92,"","No relevent experience","Full time course","Graduate","STEM","2","1000-4999","Pvt Ltd","1",138,0
11100,"city_150",0.698,"Male","Has relevent experience","no_enrollment","Phd","STEM",">20","","","4",20,0
32678,"city_42",0.563,"Other","Has relevent experience","Full time course","Graduate","Arts","<1","1000-4999","","never",4,0
32313,"city_160",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM","10","100-500","Public Sector","3",23,0
24615,"city_103",0.92,"Female","No relevent experience","no_enrollment","Phd","STEM","17","100-500","NGO","4",16,0
14505,"city_67",0.855,"","No relevent experience","no_enrollment","High School","","4","","","never",22,0
18047,"city_136",0.897,"","Has relevent experience","Part time course","Masters","STEM","5","50-99","","1",21,0
2756,"city_104",0.924,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","50-99","Pvt Ltd","1",232,0
10838,"city_93",0.865,"Male","Has relevent experience","no_enrollment","Graduate","No Major","14","<10","Pvt Ltd","never",57,0
8863,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM","16","10000+","Pvt Ltd","2",7,0
2074,"city_114",0.926,"Male","Has relevent experience","no_enrollment","High School","","18","500-999","Pvt Ltd",">4",116,1
14652,"city_75",0.939,"Male","No relevent experience","no_enrollment","Primary School","","2","","","never",103,0
32506,"city_149",0.689,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","","","1",68,1
21346,"city_21",0.624,"","Has relevent experience","no_enrollment","Graduate","STEM","4","10/49","Early Stage Startup","1",116,1
17138,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","10000+","Pvt Ltd","never",37,1
8071,"city_100",0.887,"","No relevent experience","Full time course","High School","","4","","","never",10,0
27183,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","Arts","15","10/49","Funded Startup","1",114,0
8400,"city_71",0.884,"Male","Has relevent experience","no_enrollment","High School","",">20","50-99","Funded Startup","3",84,0
32703,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Masters","Humanities","10","","",">4",33,0
19176,"city_103",0.92,"Male","Has relevent experience","Full time course","Graduate","STEM","4","1000-4999","Pvt Ltd","1",13,0
14742,"city_21",0.624,"","Has relevent experience","no_enrollment","Masters","STEM","<1","<10","Funded Startup","2",152,0
18742,"city_21",0.624,"Male","Has relevent experience","Full time course","Masters","STEM","3","10/49","Pvt Ltd","1",101,1
28433,"city_67",0.855,"Male","Has relevent experience","no_enrollment","Graduate","Business Degree","12","500-999","Pvt Ltd","1",96,0
30803,"city_21",0.624,"Male","No relevent experience","Full time course","Graduate","STEM","3","","","never",18,1
25901,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","10000+","Pvt Ltd","1",43,1
16562,"city_16",0.91,"","Has relevent experience","no_enrollment","Graduate","STEM","8","10/49","Pvt Ltd","1",37,0
11575,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","100-500","",">4",12,0
15723,"city_114",0.926,"Male","No relevent experience","no_enrollment","Primary School","","5","","","never",166,0
4318,"city_41",0.827,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","100-500","Pvt Ltd","1",10,0
27812,"city_11",0.55,"Male","No relevent experience","no_enrollment","Masters","Business Degree","4","","","4",39,1
6647,"city_21",0.624,"","Has relevent experience","Full time course","Graduate","STEM","6","","","",42,1
31038,"city_75",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","10/49","Early Stage Startup","1",138,0
10458,"city_75",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","","3",4,0
13881,"city_59",0.775,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","10/49","Pvt Ltd","1",37,0
21402,"city_21",0.624,"","Has relevent experience","no_enrollment","Graduate","STEM","7","50-99","Early Stage Startup","1",42,1
5267,"city_105",0.794,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","10000+","Pvt Ltd","2",17,0
23406,"city_71",0.884,"Male","Has relevent experience","no_enrollment","Graduate","Humanities","6","","",">4",28,0
14114,"city_162",0.767,"Male","Has relevent experience","Full time course","Graduate","STEM","3","50-99","Pvt Ltd","2",114,0
9249,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10/49","Pvt Ltd","2",90,0
16352,"city_20",0.796,"","Has relevent experience","no_enrollment","Graduate","STEM","14","50-99","Pvt Ltd","3",20,0
2891,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","50-99","Pvt Ltd","never",84,0
30870,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM","9","10000+","Pvt Ltd",">4",36,0
19827,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","1000-4999","Pvt Ltd","4",105,0
32934,"city_104",0.924,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","100-500","Pvt Ltd",">4",17,0
30110,"city_160",0.92,"Male","Has relevent experience","Full time course","High School","","9","10000+","Pvt Ltd","2",45,0
30026,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","5000-9999","Pvt Ltd",">4",86,0
17125,"city_103",0.92,"","No relevent experience","","","","2","","","never",146,0
26404,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","6","","","1",144,0
5660,"city_91",0.691,"","Has relevent experience","no_enrollment","Graduate","STEM","5","100-500","Public Sector","1",51,1
24606,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","2","50-99","Pvt Ltd","1",21,1
7932,"city_21",0.624,"Male","Has relevent experience","Part time course","Graduate","STEM","7","100-500","Pvt Ltd","2",17,0
18182,"city_21",0.624,"","No relevent experience","Full time course","Graduate","STEM","2","","","never",50,1
5543,"city_165",0.903,"Male","No relevent experience","no_enrollment","","","6","","Pvt Ltd","never",178,1
32622,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM","5","10000+","Pvt Ltd","2",136,0
6210,"city_16",0.91,"Male","Has relevent experience","no_enrollment","High School","","11","10000+","Pvt Ltd",">4",42,0
29410,"city_180",0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","","","1",82,1
18720,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","<10","Pvt Ltd",">4",57,0
11352,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","1000-4999","Pvt Ltd","1",150,1
2806,"city_67",0.855,"","Has relevent experience","Part time course","Graduate","STEM","5","50-99","Pvt Ltd","3",41,0
25096,"city_83",0.923,"Male","Has relevent experience","no_enrollment","Masters","STEM","9","50-99","Pvt Ltd","1",70,0
7234,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","<10","Early Stage Startup","1",89,0
3802,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","","1",24,0
953,"city_102",0.804,"","Has relevent experience","no_enrollment","Graduate","STEM","10","500-999","Pvt Ltd","1",14,0
8311,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM","12","1000-4999","Pvt Ltd","1",82,0
28104,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Arts","11","50-99","Pvt Ltd","2",82,0
12065,"city_21",0.624,"","No relevent experience","Full time course","High School","","3","","","never",52,0
22822,"city_16",0.91,"Male","Has relevent experience","no_enrollment","High School","",">20","10000+","Pvt Ltd","1",44,0
10713,"city_67",0.855,"Male","Has relevent experience","Full time course","Graduate","STEM","7","10/49","Pvt Ltd","1",22,0
1438,"city_103",0.92,"","No relevent experience","no_enrollment","High School","","4","","","never",23,0
15375,"city_89",0.925,"","No relevent experience","no_enrollment","Masters","STEM","4","1000-4999","","2",43,0
16561,"city_16",0.91,"","Has relevent experience","no_enrollment","High School","","4","","","never",56,0
18813,"city_103",0.92,"Male","No relevent experience","no_enrollment","High School","","5","","","1",140,1
